epoch,dice_coef,learning_rate,loss,val_dice_coef,val_loss
0,0.06158814579248428,9.999999747378752e-05,0.9384118318557739,0.031073441728949547,0.9688618779182434
1,0.09412049502134323,9.999999747378752e-05,0.9058794975280762,0.02805301733314991,0.971903383731842
2,0.11690261214971542,9.999999747378752e-05,0.8830975294113159,0.048223692923784256,0.9515730142593384
3,0.1326090544462204,9.999999747378752e-05,0.867391049861908,0.09200986474752426,0.907569408416748
4,0.14765141904354095,9.999999747378752e-05,0.8523483872413635,0.11183331906795502,0.8870594501495361
5,0.16479270160198212,9.999999747378752e-05,0.8352069854736328,0.13084450364112854,0.867874264717102
6,0.18356533348560333,9.999999747378752e-05,0.8164346814155579,0.13644471764564514,0.8621073961257935
7,0.20229268074035645,9.999999747378752e-05,0.7977072596549988,0.1591419279575348,0.8397775292396545
8,0.22694091498851776,9.999999747378752e-05,0.7730589509010315,0.17774830758571625,0.8201128840446472
9,0.25406867265701294,9.999999747378752e-05,0.7459314465522766,0.20933052897453308,0.7883465886116028
10,0.28464722633361816,9.999999747378752e-05,0.7153526544570923,0.20981118083000183,0.7879026532173157
11,0.3197993040084839,9.999999747378752e-05,0.6802008748054504,0.26495790481567383,0.7319211959838867
12,0.3543647229671478,9.999999747378752e-05,0.645635187625885,0.2907029688358307,0.7066699862480164
13,0.39013615250587463,9.999999747378752e-05,0.609863817691803,0.3144548237323761,0.6828944087028503
14,0.4271469712257385,9.999999747378752e-05,0.5728530883789062,0.28928342461586,0.7068226337432861
15,0.4699084162712097,9.999999747378752e-05,0.5300915837287903,0.3471021354198456,0.6478329300880432
16,0.5106759071350098,9.999999747378752e-05,0.48932409286499023,0.39743390679359436,0.5976108312606812
17,0.5506493449211121,9.999999747378752e-05,0.4493507146835327,0.4298352003097534,0.5670884251594543
18,0.5873752236366272,9.999999747378752e-05,0.4126247763633728,0.4483984410762787,0.5462942719459534
19,0.6197954416275024,9.999999747378752e-05,0.3802046775817871,0.46534988284111023,0.5303584933280945
20,0.6514636874198914,9.999999747378752e-05,0.3485362231731415,0.49596014618873596,0.49851617217063904
21,0.681235671043396,9.999999747378752e-05,0.318764328956604,0.529887855052948,0.4643888771533966
22,0.7063178420066833,9.999999747378752e-05,0.2936822175979614,0.5192040801048279,0.47418123483657837
23,0.7295739054679871,9.999999747378752e-05,0.2704261541366577,0.4627358317375183,0.5318244695663452
24,0.7504710555076599,9.999999747378752e-05,0.24952903389930725,0.5577917098999023,0.43545591831207275
25,0.773230791091919,9.999999747378752e-05,0.22676928341388702,0.5998682379722595,0.395018994808197
26,0.7934653162956238,9.999999747378752e-05,0.20653443038463593,0.5779749155044556,0.41521313786506653
27,0.8077545762062073,9.999999747378752e-05,0.1922452300786972,0.5599662065505981,0.43352195620536804
28,0.8194522857666016,9.999999747378752e-05,0.18054762482643127,0.5636628270149231,0.4306774139404297
29,0.8314780592918396,9.999999747378752e-05,0.16852189600467682,0.6329657435417175,0.3631593883037567
30,0.8419698476791382,9.999999747378752e-05,0.158030167222023,0.6460475325584412,0.3480677306652069
31,0.8519638180732727,9.999999747378752e-05,0.1480361670255661,0.6607659459114075,0.3341253995895386
32,0.8639707565307617,9.999999747378752e-05,0.13602957129478455,0.6682327389717102,0.32712873816490173
33,0.8721351027488708,9.999999747378752e-05,0.12786492705345154,0.6610848903656006,0.33483946323394775
34,0.8794838190078735,9.999999747378752e-05,0.12051629275083542,0.6342706084251404,0.360967755317688
35,0.8853501081466675,9.999999747378752e-05,0.11464981734752655,0.6758741736412048,0.3190363943576813
36,0.8915317058563232,9.999999747378752e-05,0.10846839100122452,0.668682336807251,0.3252050578594208
37,0.8975183963775635,9.999999747378752e-05,0.10248171538114548,0.6878702044487,0.30759626626968384
38,0.9028884172439575,9.999999747378752e-05,0.09711155295372009,0.6731997728347778,0.320919930934906
39,0.9079411625862122,9.999999747378752e-05,0.09205877780914307,0.6952429413795471,0.2992234528064728
40,0.912468671798706,9.999999747378752e-05,0.0875312089920044,0.6846154928207397,0.30932825803756714
41,0.9169716835021973,9.999999747378752e-05,0.08302834630012512,0.7041016817092896,0.2911832332611084
42,0.9192942976951599,9.999999747378752e-05,0.08070558309555054,0.6800627112388611,0.315830796957016
43,0.9221263527870178,9.999999747378752e-05,0.07787367701530457,0.6952053308486938,0.29976969957351685
44,0.9243305921554565,9.999999747378752e-05,0.07566951215267181,0.6972594261169434,0.2966558337211609
45,0.9268146753311157,9.999999747378752e-05,0.07318531721830368,0.7080478668212891,0.2865431606769562
46,0.9297679662704468,9.999999747378752e-05,0.07023186981678009,0.7082981467247009,0.28637489676475525
47,0.9331579208374023,9.999999747378752e-05,0.06684218347072601,0.698140025138855,0.296114057302475
48,0.9350339770317078,9.999999747378752e-05,0.06496576219797134,0.688535213470459,0.3046092987060547
49,0.9364722371101379,9.999999747378752e-05,0.06352771073579788,0.6848022937774658,0.30980587005615234
50,0.9393455982208252,9.999999747378752e-05,0.06065460294485092,0.6984673738479614,0.29657936096191406
51,0.9415621161460876,9.999999747378752e-05,0.05843755975365639,0.6818463802337646,0.3127150535583496
52,0.9419679641723633,9.999999747378752e-06,0.058032065629959106,0.7023748159408569,0.2915799617767334
53,0.948523998260498,9.999999747378752e-06,0.05147601664066315,0.7025406956672668,0.29126545786857605
54,0.951309084892273,9.999999747378752e-06,0.04869101196527481,0.7019913792610168,0.291616827249527
55,0.9533103108406067,9.999999747378752e-06,0.04668956995010376,0.7025153636932373,0.29108598828315735
56,0.9549094438552856,9.999999747378752e-06,0.045090653002262115,0.7033401727676392,0.29026877880096436
57,0.9561282992362976,9.999999974752427e-07,0.043871987611055374,0.707390546798706,0.2863656282424927
58,0.9564691185951233,9.999999974752427e-07,0.04353102296590805,0.7084617018699646,0.2853168547153473
59,0.9566332101821899,9.999999974752427e-07,0.04336687549948692,0.7086694836616516,0.2851034700870514
60,0.9567740559577942,9.999999974752427e-07,0.04322580620646477,0.7086603045463562,0.2851037085056305
61,0.9569113850593567,9.999999974752427e-07,0.043088532984256744,0.7085976004600525,0.2851589322090149
62,0.9570481777191162,9.999999974752427e-07,0.042951542884111404,0.7085476517677307,0.2852039337158203
63,0.9571861028671265,9.999999974752427e-07,0.042813848704099655,0.7084936499595642,0.28525081276893616
64,0.9573249220848083,9.999999974752427e-07,0.0426752045750618,0.7084680199623108,0.2852709889411926
65,0.9574907422065735,1.0000000116860974e-07,0.04250938817858696,0.7085400819778442,0.2852044701576233
66,0.95750492811203,1.0000000116860974e-07,0.04249484837055206,0.708590030670166,0.28515592217445374
67,0.9575203061103821,1.0000000116860974e-07,0.0424799881875515,0.7086267471313477,0.2851192057132721
68,0.9575352072715759,1.0000000116860974e-07,0.04246481508016586,0.7086578607559204,0.28508782386779785
69,0.957550585269928,1.0000000116860974e-07,0.04244934394955635,0.7086824774742126,0.2850625813007355
70,0.957566499710083,1.0000000116860974e-07,0.042433563619852066,0.7087027430534363,0.2850414514541626
71,0.9575827717781067,1.0000000116860974e-07,0.04241752624511719,0.7087196707725525,0.2850238084793091
72,0.9575985074043274,1.0000000116860974e-07,0.04240116477012634,0.7087340950965881,0.2850087881088257
73,0.957615315914154,1.0000000116860974e-07,0.042384516447782516,0.7087469696998596,0.2849951982498169
74,0.9576325416564941,1.0000000116860974e-07,0.0423675961792469,0.7087578773498535,0.28498375415802
75,0.9576494097709656,1.0000000116860974e-07,0.042350392788648605,0.7087643146514893,0.2849767208099365
76,0.9576671719551086,1.0000000116860974e-07,0.04233289137482643,0.7087715268135071,0.2849690020084381
77,0.9576849341392517,1.0000000116860974e-07,0.04231511801481247,0.70877605676651,0.28496384620666504
78,0.9577028751373291,1.0000000116860974e-07,0.04229709133505821,0.7087809443473816,0.28495851159095764
79,0.9577214121818542,1.0000000116860974e-07,0.04227879270911217,0.7087835669517517,0.28495505452156067
80,0.9577397704124451,1.0000000116860974e-07,0.04226021468639374,0.7087845206260681,0.28495338559150696
81,0.9577587842941284,1.0000000116860974e-07,0.042241357266902924,0.7087886929512024,0.28494903445243835
82,0.9577776193618774,1.0000000116860974e-07,0.042222294956445694,0.7087912559509277,0.2849459648132324
83,0.9577969312667847,1.0000000116860974e-07,0.04220302030444145,0.7087926864624023,0.2849437892436981
84,0.9578166007995605,1.0000000116860974e-07,0.042183537036180496,0.7087949514389038,0.2849411964416504
85,0.9578359127044678,1.0000000116860974e-07,0.042163874953985214,0.7087982296943665,0.28493767976760864
86,0.9578558802604675,1.0000000116860974e-07,0.04214407131075859,0.7088004350662231,0.2849350571632385
87,0.9578760266304016,1.0000000116860974e-07,0.042124200612306595,0.7088027596473694,0.28493228554725647
88,0.957895815372467,1.0000000116860974e-07,0.04210415855050087,0.7088057398796082,0.2849292457103729
89,0.9579159021377563,1.0000000116860974e-07,0.04208407551050186,0.7088082432746887,0.2849266827106476
90,0.95793616771698,1.0000000116860974e-07,0.04206385463476181,0.7088103294372559,0.28492432832717896
91,0.9579563140869141,1.0000000116860974e-07,0.04204358905553818,0.7088120579719543,0.28492268919944763
92,0.9579765200614929,1.0000000116860974e-07,0.04202326387166977,0.7088135480880737,0.28492119908332825
93,0.9579973816871643,1.0000000116860974e-07,0.04200290888547897,0.7088152766227722,0.2849193215370178
94,0.9580172300338745,1.0000000116860974e-07,0.04198252782225609,0.7088170647621155,0.2849171757698059
95,0.9580380916595459,1.0000000116860974e-07,0.041962116956710815,0.7088202238082886,0.2849138677120209
96,0.9580581784248352,1.0000000116860974e-07,0.04194172844290733,0.7088226675987244,0.2849113345146179
97,0.9580785632133484,1.0000000116860974e-07,0.041921328753232956,0.7088272571563721,0.2849068343639374
98,0.9580990076065063,1.0000000116860974e-07,0.041900936514139175,0.7088297605514526,0.2849041223526001
99,0.9581193327903748,1.0000000116860974e-07,0.041880540549755096,0.7088320851325989,0.28490158915519714
100,0.9581400156021118,1.0000000116860974e-07,0.041860148310661316,0.7088357210159302,0.2848982512950897
101,0.9581602215766907,1.0000000116860974e-07,0.04183981940150261,0.7088367938995361,0.28489717841148376
102,0.9581803679466248,1.0000000116860974e-07,0.04181947559118271,0.7088419198989868,0.28489217162132263
103,0.9582010507583618,1.0000000116860974e-07,0.041799213737249374,0.7088451981544495,0.28488889336586
104,0.9582212567329407,1.0000000116860974e-07,0.04177895188331604,0.7088490128517151,0.2848850190639496
105,0.95824134349823,1.0000000116860974e-07,0.0417587049305439,0.7088537216186523,0.284880131483078
106,0.9582614302635193,1.0000000116860974e-07,0.04173850268125534,0.7088606953620911,0.2848733961582184
107,0.9582816958427429,1.0000000116860974e-07,0.04171830415725708,0.7088656425476074,0.2848684787750244
108,0.9583019018173218,1.0000000116860974e-07,0.0416981466114521,0.7088718414306641,0.2848624587059021
109,0.958321750164032,1.0000000116860974e-07,0.041678041219711304,0.7088783979415894,0.28485599160194397
110,0.9583418965339661,1.0000000116860974e-07,0.0416579507291317,0.7088812589645386,0.2848530113697052
111,0.9583620429039001,1.0000000116860974e-07,0.041637904942035675,0.7088868618011475,0.28484728932380676
112,0.9583818912506104,1.0000000116860974e-07,0.04161788150668144,0.7088924646377563,0.28484150767326355
113,0.9584018588066101,1.0000000116860974e-07,0.04159792140126228,0.7088965177536011,0.28483760356903076
114,0.9584220051765442,1.0000000116860974e-07,0.041578005999326706,0.7089035511016846,0.28483062982559204
115,0.9584417343139648,1.0000000116860974e-07,0.04155809059739113,0.7089111804962158,0.28482306003570557
116,0.9584618806838989,1.0000000116860974e-07,0.04153824597597122,0.708916425704956,0.284817636013031
117,0.9584814310073853,1.0000000116860974e-07,0.041518472135066986,0.7089223861694336,0.28481167554855347
118,0.958501398563385,1.0000000116860974e-07,0.04149870574474335,0.708928108215332,0.28480592370033264
119,0.9585211277008057,1.0000000116860974e-07,0.041479021310806274,0.7089329361915588,0.2848009765148163
120,0.958540678024292,1.0000000116860974e-07,0.041459355503320694,0.7089382410049438,0.28479549288749695
121,0.958560049533844,1.0000000116860974e-07,0.041439760476350784,0.7089464664459229,0.2847871482372284
122,0.958579957485199,1.0000000116860974e-07,0.04142020642757416,0.7089507579803467,0.28478264808654785
123,0.9585994482040405,1.0000000116860974e-07,0.041400689631700516,0.7089534997940063,0.28477975726127625
124,0.9586191177368164,1.0000000116860974e-07,0.041381221264600754,0.7089601755142212,0.2847728729248047
125,0.9586380124092102,1.0000000116860974e-07,0.04136177897453308,0.7089662551879883,0.28476682305336
126,0.9586576223373413,1.0000000116860974e-07,0.041342396289110184,0.7089709043502808,0.28476181626319885
127,0.9586767554283142,1.0000000116860974e-07,0.041323065757751465,0.7089771628379822,0.284755676984787
128,0.9586960077285767,1.0000000116860974e-07,0.04130377992987633,0.7089806199073792,0.28475213050842285
129,0.958715558052063,1.0000000116860974e-07,0.041284557431936264,0.7089856863021851,0.28474709391593933
130,0.9587345719337463,1.0000000116860974e-07,0.04126536846160889,0.7089896202087402,0.2847430109977722
131,0.9587538838386536,1.0000000116860974e-07,0.04124622046947479,0.7089941501617432,0.2847383916378021
132,0.9587730169296265,1.0000000116860974e-07,0.04122712090611458,0.7089962363243103,0.28473612666130066
133,0.9587919116020203,1.0000000116860974e-07,0.04120805487036705,0.709002673625946,0.2847297191619873
134,0.9588108062744141,1.0000000116860974e-07,0.041189033538103104,0.7090058922767639,0.2847263514995575
135,0.9588300585746765,1.0000000116860974e-07,0.04117005690932274,0.7090127468109131,0.28471943736076355
136,0.9588488936424255,1.0000000116860974e-07,0.04115113615989685,0.7090180516242981,0.28471389412879944
137,0.958867609500885,1.0000000116860974e-07,0.04113227501511574,0.7090221047401428,0.2847098410129547
138,0.9588868618011475,1.0000000116860974e-07,0.04111345112323761,0.7090256810188293,0.28470590710639954
139,0.9589053988456726,1.0000000116860974e-07,0.04109468311071396,0.7090294361114502,0.2847018837928772
140,0.9589242935180664,1.0000000116860974e-07,0.04107598960399628,0.7090324759483337,0.2846982777118683
141,0.9589425921440125,1.0000000116860974e-07,0.04105732962489128,0.7090371251106262,0.2846936881542206
142,0.9589611291885376,1.0000000116860974e-07,0.04103870317339897,0.7090407609939575,0.2846895456314087
143,0.9589797258377075,1.0000000116860974e-07,0.041020143777132034,0.7090460658073425,0.2846839725971222
144,0.9589985013008118,1.0000000116860974e-07,0.041001588106155396,0.709051787853241,0.2846781015396118
145,0.9590168595314026,1.0000000116860974e-07,0.04098309576511383,0.7090572118759155,0.28467246890068054
146,0.9590354561805725,1.0000000116860974e-07,0.04096467047929764,0.7090610265731812,0.28466835618019104
147,0.9590537548065186,1.0000000116860974e-07,0.04094625264406204,0.7090676426887512,0.28466153144836426
148,0.9590721726417542,1.0000000116860974e-07,0.04092787951231003,0.7090737819671631,0.2846553325653076
149,0.9590903520584106,1.0000000116860974e-07,0.040909551084041595,0.7090765833854675,0.28465190529823303
150,0.9591087698936462,1.0000000116860974e-07,0.04089127853512764,0.7090810537338257,0.28464698791503906
151,0.9591270089149475,1.0000000116860974e-07,0.040873005986213684,0.7090846300125122,0.2846430838108063
152,0.959145188331604,1.0000000116860974e-07,0.04085477814078331,0.7090864181518555,0.28464066982269287
153,0.9591633081436157,1.0000000116860974e-07,0.04083661362528801,0.7090888023376465,0.28463780879974365
154,0.9591813087463379,1.0000000116860974e-07,0.0408184789121151,0.7090926766395569,0.2846338748931885
155,0.9591994285583496,1.0000000116860974e-07,0.040800418704748154,0.7090967893600464,0.2846291959285736
156,0.9592177271842957,1.0000000116860974e-07,0.04078236594796181,0.709100604057312,0.28462502360343933
157,0.959235668182373,1.0000000116860974e-07,0.04076433554291725,0.7091022729873657,0.28462299704551697
158,0.9592536687850952,1.0000000116860974e-07,0.04074636474251747,0.7091015577316284,0.28462299704551697
159,0.9592714905738831,1.0000000116860974e-07,0.04072844982147217,0.7091050744056702,0.2846192717552185
160,0.9592891931533813,1.0000000116860974e-07,0.040710531175136566,0.7091068029403687,0.28461697697639465
161,0.9593071937561035,1.0000000116860974e-07,0.04069269075989723,0.7091079950332642,0.2846154272556305
162,0.9593249559402466,1.0000000116860974e-07,0.04067491367459297,0.7091118097305298,0.2846112847328186
163,0.9593428373336792,1.0000000116860974e-07,0.040657103061676025,0.709114134311676,0.28460872173309326
164,0.9593607783317566,1.0000000116860974e-07,0.04063936322927475,0.7091159224510193,0.28460678458213806
165,0.9593783020973206,1.0000000116860974e-07,0.04062163457274437,0.7091190814971924,0.2846032381057739
166,0.9593958854675293,1.0000000116860974e-07,0.04060393571853638,0.7091225981712341,0.28459909558296204
167,0.9594137072563171,1.0000000116860974e-07,0.04058630391955376,0.7091256380081177,0.28459540009498596
168,0.9594313502311707,1.0000000116860974e-07,0.040568698197603226,0.7091286778450012,0.2845917046070099
169,0.9594489932060242,1.0000000116860974e-07,0.040551137179136276,0.7091330289840698,0.2845872640609741
170,0.9594664573669434,1.0000000116860974e-07,0.040533579885959625,0.7091372609138489,0.28458255529403687
171,0.9594838619232178,1.0000000116860974e-07,0.04051608219742775,0.7091414928436279,0.2845778465270996
172,0.9595015645027161,1.0000000116860974e-07,0.04049859195947647,0.7091467380523682,0.2845723032951355
173,0.9595187902450562,1.0000000116860974e-07,0.04048110544681549,0.7091511487960815,0.28456735610961914
174,0.9595363736152649,1.0000000116860974e-07,0.04046371206641197,0.7091554403305054,0.2845626175403595
175,0.959553599357605,1.0000000116860974e-07,0.04044633358716965,0.7091600298881531,0.2845577001571655
176,0.9595708250999451,1.0000000116860974e-07,0.0404290109872818,0.7091636657714844,0.2845534384250641
177,0.9595882892608643,1.0000000116860974e-07,0.04041171446442604,0.7091702818870544,0.28454670310020447
178,0.9596055150032043,1.0000000116860974e-07,0.04039448872208595,0.7091779708862305,0.28453874588012695
179,0.9596225619316101,1.0000000116860974e-07,0.04037727788090706,0.7091832756996155,0.28453323245048523
180,0.9596400260925293,1.0000000116860974e-07,0.04036010801792145,0.7091876268386841,0.2845282554626465
181,0.9596570134162903,1.0000000116860974e-07,0.04034300148487091,0.7091941237449646,0.28452175855636597
182,0.959674060344696,1.0000000116860974e-07,0.04032592847943306,0.7091979384422302,0.28451767563819885
183,0.9596911072731018,1.0000000116860974e-07,0.04030891880393028,0.7092029452323914,0.28451254963874817
184,0.9597080945968628,1.0000000116860974e-07,0.0402919165790081,0.7092078924179077,0.28450727462768555
185,0.9597249627113342,1.0000000116860974e-07,0.040274959057569504,0.7092127203941345,0.2845020592212677
186,0.9597418308258057,1.0000000116860974e-07,0.04025803133845329,0.70921391248703,0.2845003604888916
187,0.9597588181495667,1.0000000116860974e-07,0.040241166949272156,0.7092194557189941,0.28449469804763794
188,0.9597758650779724,1.0000000116860974e-07,0.0402243547141552,0.7092247605323792,0.28448939323425293
189,0.9597923159599304,1.0000000116860974e-07,0.04020754247903824,0.7092282772064209,0.28448545932769775
190,0.959809422492981,1.0000000116860974e-07,0.04019078612327576,0.7092335820198059,0.28447991609573364
191,0.9598257541656494,1.0000000116860974e-07,0.040174055844545364,0.7092386484146118,0.2844748795032501
192,0.9598425626754761,1.0000000116860974e-07,0.04015736281871796,0.7092421650886536,0.28447121381759644
193,0.9598594307899475,1.0000000116860974e-07,0.040140729397535324,0.7092489004135132,0.28446418046951294
194,0.9598762392997742,1.0000000116860974e-07,0.040124136954545975,0.7092532515525818,0.28445976972579956
195,0.9598923325538635,1.0000000116860974e-07,0.040107566863298416,0.7092607617378235,0.2844519317150116
196,0.9599087834358215,1.0000000116860974e-07,0.040091030299663544,0.709265410900116,0.2844470739364624
197,0.9599253535270691,1.0000000116860974e-07,0.04007453843951225,0.7092677354812622,0.28444424271583557
198,0.9599422216415405,1.0000000116860974e-07,0.04005810245871544,0.7092740535736084,0.2844376862049103
199,0.9599584341049194,1.0000000116860974e-07,0.040041662752628326,0.7092800736427307,0.2844313681125641
